Run,Assay Type,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Platform,ReleaseDate,SRA Study,BioSample,Organism,Sample Name,DATASTORE filetype,DATASTORE provider,DATASTORE region,BioProject,Bytes,create_date,version,AvgSpotLen,Bases,Library Name,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,Strain,BioSampleModel,geo_loc_name,Host,Isolation_Source,Lat_Lon,collected_by,Host_disease,Isolate,Sample_Name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,Submitter_Id,ENA_first_public,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Type,ArrayExpress-SPECIES,MLST,common_name,AssemblyName,Subject_ID,COUNTRY,geographic_location_(country_and/or_sea),Genotype,TREATMENT,isolate_name_alias,sra_title (run),host_scientific_name,host_health_state,Time,specific_host,source_name,Drug_concentration_ug/ml,Bank,Generations,GEO_Accession (exp),TEST,REPLICATE,MLST#,supplier_name,host_status,Sample_Description,ref_biomaterial,isol_growth_condt,num_replicons,project_name,env_broad_scale,env_local_scale,env_medium,anonymized_name,host_sex,ArrayExpress-STRAIN_OR_LINE,Serovar,BIOMATERIAL_PROVIDER,geographic_location_(region_and_locality),MLST#_Scheme,isolation-source,Host_age,gssr_id (exp),gssr_id (run),instrument_name (run),lsid (exp),lsid (run),material_type (exp),molecular_indexing_scheme (run),project (exp),project (run),run_barcode (run),run_name (run),work_request (exp),work_request (run),flowcell_barcode (run),lane (run),read_group_id (run),read_group_platform_unit (run),media,analysis_type (exp),analysis_type (run),library_type (exp),library_type (run),bio_material,host_associated,Broker_name,CULTURE_COLLECTION,host_description,antibiotic,TimePoint,platform_model,nat-host,host_tissue_sampled,Concentration,geographic_location_(country_and/or_sea,_region),isolation_type,passage_history,product_order (exp),product_order (run),product_part_number (exp),product_part_number (run),research_project (exp),research_project (run),ArrayExpress-Sex,gender,type-material,Temp,alternate_id,Sample_id,root_sample_id (exp),root_sample_id (run),sample_id (exp),sample_id (run),exposure,Library,Specimen_voucher
SRR13327208,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754289,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182371,Acinetobacter baumannii,A1702,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",PRJNA688598,396359939,2020-12-30T02:44:00Z,1,381,606496234,A1702,2017-03-12,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,14 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14455652,WGS,UKZN,public,SRX10806465,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-05-14T00:00:00Z,SRP318706,SAMN18781032,Acinetobacter baumannii,Extensively drug resistant Acinetobacter baumannii from South Africa,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA722597,210014567,2021-05-06T09:33:00Z,1,302,638463636,S121,2017-08-08,South Africa,Africa,FG121,Pathogen.cl,South Africa: KwaZulu-Natal,Homo sapiens,waste water effluent,28.3 S 25.3 E,UKZN,ventilator-associated pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8618098,WGS,NORWEGIAN NATIONAL ADVISORY UNIT ON DETECTION OF ANTIMICROBIAL RESISTANCE,public,SRX5417001,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2019-02-25T00:00:00Z,SRP186759,SAMN09768096,Acinetobacter baumannii,P26-77,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",PRJNA411997,428336791,2019-02-25T05:42:00Z,1,290,1025080590,gP26-77,2015,Ghana,Africa,198,Pathogen.cl,Ghana: Kumasi,Homo sapiens,urethral swab,6.6666 N 1.6163 W,Komfo Anokye Teaching Hospital (KATH) Ghana,Uritritis,,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8618099,WGS,NORWEGIAN NATIONAL ADVISORY UNIT ON DETECTION OF ANTIMICROBIAL RESISTANCE,public,SRX5417000,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2019-02-25T00:00:00Z,SRP186759,SAMN07692765,Acinetobacter baumannii,P26-70,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",PRJNA411997,397983469,2019-02-25T05:42:00Z,1,296,970788725,gP26-70,2015,Ghana,Africa,151,Pathogen.cl,Ghana: Kumasi,Homo sapiens,urine,6.6666 N 1.6163 W,Komfo Anokye Teaching Hospital (KATH) Ghana,UTI,,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11589159,WGS,QPEX BIOPHARMA,public,SRX8156668,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2020-04-22T00:00:00Z,SRP257914,SAMN14669812,Acinetobacter baumannii,AB1251,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA627433,88333486,2020-04-22T13:50:00Z,1,200,227863600,AB1251,2013,Egypt,Africa,"Acinetobacter baumanii\, AB1251",Pathogen.cl,Egypt,Homo sapiens,not collected,not collected,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11589174,WGS,QPEX BIOPHARMA,public,SRX8156653,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2020-04-22T00:00:00Z,SRP257914,SAMN14669798,Acinetobacter baumannii,AB1216,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJNA627433,168770155,2020-04-22T13:51:00Z,1,509,282336288,AB1216,2012,South Africa,Africa,"Acinetobacter baumanii\, AB1216",Pathogen.cl,South Africa,Homo sapiens,not collected,not collected,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11589267,WGS,QPEX BIOPHARMA,public,SRX8156560,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2020-04-22T00:00:00Z,SRP257914,SAMN14669869,Acinetobacter baumannii,AB1354,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJNA627433,45103036,2020-04-22T13:51:00Z,1,602,96779928,AB1354,2014,South Africa,Africa,"Acinetobacter baumanii\, AB1354",Pathogen.cl,South Africa,Homo sapiens,not collected,not collected,not collected,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10430241,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9957759,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503405,Acinetobacter baumannii,SAMEA111503405,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJEB56918,159193787,2022-11-21T03:33:00Z,1,288,352992029,,2020-03-08,Algeria,Africa,,,,,unspecified diagnostic sample,36.737232 N 3.086472 E,University Hospital Mustapha,,DTU_2021_1002123_1_SI_DZA_ALG_004,DTU_2021_1002123_1_SI_DZA_ALG_004,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002123_1_SI_DZA_ALG_004,2022-10-31,2022-11-16,SAMEA111503405,DTU-GE,2022-10-31T16:25:27Z,2022-11-16T14:04:21Z,public,,,,,,,,Algeria,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10430244,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9957762,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503406,Acinetobacter baumannii,SAMEA111503406,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",PRJEB56918,204726234,2022-11-21T03:34:00Z,1,294,456267273,,2020-03-08,Algeria,Africa,,,,,urine,36.737232 N 3.086472 E,University Hospital Mustapha,,DTU_2021_1002124_1_SI_DZA_ALG_005,DTU_2021_1002124_1_SI_DZA_ALG_005,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002124_1_SI_DZA_ALG_005,2022-10-31,2022-11-16,SAMEA111503406,DTU-GE,2022-10-31T16:25:27Z,2022-11-16T14:04:21Z,public,,,,,,,,Algeria,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10430282,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9957800,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503408,Acinetobacter baumannii,SAMEA111503408,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",PRJEB56918,201654057,2022-11-21T03:36:00Z,1,296,447807467,,2020-03-12,Algeria,Africa,,,,,aspirate,36.737232 N 3.086472 E,University Hospital Mustapha,,DTU_2021_1002125_1_SI_DZA_ALG_006,DTU_2021_1002125_1_SI_DZA_ALG_006,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002125_1_SI_DZA_ALG_006,2022-10-31,2022-11-16,SAMEA111503408,DTU-GE,2022-10-31T16:25:27Z,2022-11-16T14:04:22Z,public,,,,,,,,Algeria,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10430292,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9957810,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503407,Acinetobacter baumannii,SAMEA111503407,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",PRJEB56918,244988830,2022-11-21T03:37:00Z,1,293,548629658,,2020-03-10,Algeria,Africa,,,,,aspirate,36.737232 N 3.086472 E,University Hospital Mustapha,,DTU_2021_1002126_1_SI_DZA_ALG_007,DTU_2021_1002126_1_SI_DZA_ALG_007,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002126_1_SI_DZA_ALG_007,2022-10-31,2022-11-16,SAMEA111503407,DTU-GE,2022-10-31T16:25:27Z,2022-11-16T14:04:22Z,public,,,,,,,,Algeria,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10430295,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9957813,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503403,Acinetobacter baumannii,SAMEA111503403,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",PRJEB56918,334819491,2022-11-21T03:35:00Z,1,296,742487977,,2020-03-02,Algeria,Africa,,,,,unspecified diagnostic sample,36.737232 N 3.086472 E,University Hospital Mustapha,,DTU_2021_1002121_1_SI_DZA_ALG_002,DTU_2021_1002121_1_SI_DZA_ALG_002,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002121_1_SI_DZA_ALG_002,2022-10-31,2022-11-16,SAMEA111503403,DTU-GE,2022-10-31T16:25:27Z,2022-11-16T14:04:20Z,public,,,,,,,,Algeria,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10432785,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9960303,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111506346,Acinetobacter baumannii,SAMEA111506346,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJEB56918,94249704,2022-11-19T10:14:00Z,1,297,207627539,,2020-12-05,Zambia,Africa,,,,,blood,15.41161 S 28.29933 E,Univeristy Teaching Hospital,,DTU_2021_1002552_1_SI_ZMB_LUS_UTH_012,DTU_2021_1002552_1_SI_ZMB_LUS_UTH_012,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002552_1_SI_ZMB_LUS_UTH_012,2022-10-31,2022-11-16,SAMEA111506346,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T14:06:07Z,public,,,,,,,,Zambia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10432786,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9960304,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111506343,Acinetobacter baumannii,SAMEA111506343,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJEB56918,107304011,2022-11-19T10:14:00Z,1,299,240667452,,2020-12-01,Zambia,Africa,,,,,urine,15.41161 S 28.29933 E,Levy Mwanawasa Teaching Hospital,,DTU_2021_1002603_1_SI_ZMB_LUS_LMTH_002,DTU_2021_1002603_1_SI_ZMB_LUS_LMTH_002,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002603_1_SI_ZMB_LUS_LMTH_002,2022-10-31,2022-11-16,SAMEA111506343,DTU-GE,2022-10-31T16:25:32Z,2022-11-16T14:06:26Z,public,,,,,,,,Zambia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10432789,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9960307,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111506348,Acinetobacter baumannii,SAMEA111506348,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",PRJEB56918,143176758,2022-11-19T10:14:00Z,1,295,296615739,,2020-12-05,Zambia,Africa,,,,,swab (wound),15.41161 S 28.29933 E,Univeristy Teaching Hospital,,DTU_2021_1002563_1_SI_ZMB_LUS_UTH_023,DTU_2021_1002563_1_SI_ZMB_LUS_UTH_023,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002563_1_SI_ZMB_LUS_UTH_023,2022-10-31,2022-11-16,SAMEA111506348,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T14:06:10Z,public,,,,,,,,Zambia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10432791,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9960309,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111506347,Acinetobacter baumannii,SAMEA111506347,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",PRJEB56918,155521751,2022-11-19T10:14:00Z,1,290,333524689,,2020-12-05,Zambia,Africa,,,,,swab (wound),15.41161 S 28.29933 E,Univeristy Teaching Hospital,,DTU_2021_1002559_1_SI_ZMB_LUS_UTH_019,DTU_2021_1002559_1_SI_ZMB_LUS_UTH_019,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002559_1_SI_ZMB_LUS_UTH_019,2022-10-31,2022-11-16,SAMEA111506347,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T14:06:09Z,public,,,,,,,,Zambia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10432794,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9960312,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111506344,Acinetobacter baumannii,SAMEA111506344,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",PRJEB56918,261496857,2022-11-19T10:14:00Z,1,294,571219721,,2020-12-04,Zambia,Africa,,,,,swab (wound),15.41161 S 28.29933 E,Univeristy Teaching Hospital,,DTU_2021_1002557_1_SI_ZMB_LUS_UTH_017,DTU_2021_1002557_1_SI_ZMB_LUS_UTH_017,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002557_1_SI_ZMB_LUS_UTH_017,2022-10-31,2022-11-16,SAMEA111506344,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T14:06:08Z,public,,,,,,,,Zambia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10432810,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9960328,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111506345,Acinetobacter baumannii,SAMEA111506345,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",PRJEB56918,594227171,2022-11-19T10:16:00Z,1,293,1303940118,,2020-12-04,Zambia,Africa,,,,,swab (wound),15.41161 S 28.29933 E,Univeristy Teaching Hospital,,DTU_2021_1002558_1_SI_ZMB_LUS_UTH_018,DTU_2021_1002558_1_SI_ZMB_LUS_UTH_018,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2021_1002558_1_SI_ZMB_LUS_UTH_018,2022-10-31,2022-11-16,SAMEA111506345,DTU-GE,2022-10-31T16:25:16Z,2022-11-16T14:06:09Z,public,,,,,,,,Zambia,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10436172,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9962641,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503598,Acinetobacter baumannii,SAMEA111503598,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",PRJEB56918,53233513,2022-11-19T10:14:00Z,1,297,118987382,,2020,Benin,Africa,,,,,urine,7.11901 N 2.00018 E,Ecole Polytechnique d'Abomey-Calavie,,DTU_2020_1001567_1_SI_BEN_COT_026,DTU_2020_1001567_1_SI_BEN_COT_026,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1001567_1_SI_BEN_COT_026,2022-10-31,2022-11-16,SAMEA111503598,DTU-GE,2022-10-31T16:25:25Z,2022-11-16T13:59:27Z,public,,,,,,,,Benin,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10436175,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9962644,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111503599,Acinetobacter baumannii,SAMEA111503599,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJEB56918,82109984,2022-11-19T10:15:00Z,1,295,184733340,,2020,Benin,Africa,,,,,urine,7.11901 N 2.00018 E,Ecole Polytechnique d'Abomey-Calavie,,DTU_2020_1001579_1_SI_BEN_COT_038,DTU_2020_1001579_1_SI_BEN_COT_038,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1001579_1_SI_BEN_COT_038,2022-10-31,2022-11-16,SAMEA111503599,DTU-GE,2022-10-31T16:25:25Z,2022-11-16T13:59:29Z,public,,,,,,,,Benin,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10437903,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9963800,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111504573,Acinetobacter baumannii,SAMEA111504573,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",PRJEB56918,142043267,2022-11-19T12:11:00Z,1,296,313114583,,2020-03-09,Ghana,Africa,,,,,swab (wound),4.901579 N 1.783097 W,Sekondi Public Health Laboratory,,DTU_2020_1000381_1_SI_GHA_SEK_005A,DTU_2020_1000381_1_SI_GHA_SEK_005A,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1000381_1_SI_GHA_SEK_005A,2022-10-31,2022-11-16,SAMEA111504573,DTU-GE,2022-10-31T16:25:31Z,2022-11-16T13:55:13Z,public,,,,,,,,Ghana,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10437904,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9963801,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111504574,Acinetobacter baumannii,SAMEA111504574,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJEB56918,141096001,2022-11-19T12:14:00Z,1,295,300763528,,2020-03-17,Ghana,Africa,,,,,urine,4.901579 N 1.783097 W,Sekondi Public Health Laboratory,,DTU_2020_1000377_1_SI_GHA_SEK_002A,DTU_2020_1000377_1_SI_GHA_SEK_002A,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1000377_1_SI_GHA_SEK_002A,2022-10-31,2022-11-16,SAMEA111504574,DTU-GE,2022-10-31T16:25:31Z,2022-11-16T13:55:11Z,public,,,,,,,,Ghana,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10437911,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX9963808,NextSeq 500,PAIRED,RANDOM,GENOMIC,ILLUMINA,2022-11-01T00:00:00Z,ERP141886,SAMEA111504572,Acinetobacter baumannii,SAMEA111504572,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",PRJEB56918,273870134,2022-11-19T12:12:00Z,1,295,626951050,,2020-03-01,Ghana,Africa,,,,,urine,4.901579 N 1.783097 W,Sekondi Public Health Laboratory,,DTU_2020_1000411_1_SI_GHA_SEK_032,DTU_2020_1000411_1_SI_GHA_SEK_032,2022-10-31,2022-10-31,"Centre for Genomic Epidemiology\, National Food Institute\, Technical University of Denmark (DTU)\, Denmark",DTU_2020_1000411_1_SI_GHA_SEK_032,2022-10-31,2022-11-16,SAMEA111504572,DTU-GE,2022-10-31T16:25:31Z,2022-11-16T13:55:25Z,public,,,,,,,,Ghana,,,,,Homo sapiens,diseased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre for Genomic Epidemiology,,,,,NextSeq 500,,,,,,,,,,,,,,,,,,,,,,,,,,
